Id,LotFrontage,LotArea,LotShape,LandContour,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,log_price,Bsmt_magnitude,Remod_diff,MSSubClass_encoded,Neighborhood_encoded,MSZoning_encoded,HouseStyle_encoded,LotConfig_encoded,Condition1_encoded,BldgType_encoded,MoSold_encoded,YrSold_encoded,SaleType_encoded,SaleCondition_encoded,Attchd,Detchd,other_garage,RFn,Unf,Fin,Reg,IR1,other_lots,Gable,Hip,other_roofs
55,60.0,7134,Reg,Bnk,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,2,8,384,0,0,0,384,GasA,6,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,6,6,Min1,1,Detchd,1962.0,Unf,2,572,6,6,Y,0,50,0,0,0,0,0,130000,11.77528972943772,11.832159566199232,52,11.989014170828927,11.886403966176834,12.122790588337043,11.968285821256705,12.03858282628616,12.07938068505317,12.076290736193817,12.03852729172279,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
56,100.0,10175,IR1,Lvl,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,272.0,6,6,CBlock,6,6,2,6,490,0,0,935,1425,GasA,8,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,6,7,Typ,1,Attchd,1964.0,RFn,2,576,6,6,Y,0,0,0,407,0,0,0,180500,12.103486056755072,10.583005244258363,44,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
57,24.0,2645,Reg,Lvl,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,456.0,8,6,PConc,8,6,2,10,649,0,0,321,970,GasA,10,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,8,7,Typ,0,Attchd,1999.0,Fin,2,480,6,6,Y,115,0,0,0,0,0,0,172500,12.058152515453552,14.317821063276353,9,11.803563837581251,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,11.803165769535276,12.07779547308771,12.04822541334727,12.01580906774792,11.809537935756566,1,0,0,0,0,1,1,0,0,1,0,0
58,89.0,11645,IR1,Lvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,2,0,0,0,0,860,860,GasA,10,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,8,7,Typ,0,Attchd,2004.0,RFn,2,565,6,6,Y,0,70,0,0,0,0,0,196500,12.188417710291453,10.198039027185569,2,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,12.07779547308771,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
59,66.0,13682,IR2,HLS,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1031.0,10,6,PConc,10,6,8,0,0,0,0,1410,1410,GasA,10,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,8,10,Typ,1,BuiltIn,2006.0,Fin,3,641,6,6,Y,192,0,37,0,0,0,0,438780,12.991753427493052,14.142135623730951,0,12.367219037365144,12.671015359541979,12.122790588337043,12.195885308690835,12.419782568084697,12.07938068505317,12.076290736193817,12.038127315141127,12.055883004723798,12.472694032476259,12.459862860584252,0,0,1,0,0,1,0,0,1,0,1,0
60,60.0,7200,Reg,Bnk,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,0.0,6,6,CBlock,6,6,6,8,632,0,0,148,780,GasA,10,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,6,4,Typ,0,Detchd,1973.0,Unf,1,352,6,6,Y,196,0,0,0,0,0,0,124900,11.73526869611367,13.114877048604,36,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.044744404451235,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
61,63.0,13072,Reg,Lvl,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,PConc,8,6,2,8,941,0,0,217,1158,GasA,10,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,8,5,Typ,0,Detchd,2006.0,Unf,2,576,6,6,Y,0,50,0,0,0,0,0,158000,11.970350312009105,13.0,2,12.089473958411261,12.110175412743665,12.122790588337043,12.044707822362533,12.03858282628616,11.823814922401231,12.076290736193817,11.996026721745856,12.055883004723798,12.472694032476259,12.459862860584252,0,1,0,0,1,0,1,0,0,1,0,0
62,60.0,7200,Reg,Lvl,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,BrkTil,6,4,2,0,0,0,0,530,530,GasA,6,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,4,6,Typ,0,Detchd,1935.0,Unf,1,288,6,6,N,0,0,144,0,0,0,0,101000,11.522875795823397,7.483314773547883,11,12.111421677012117,11.481589810450474,11.730064516463871,11.884489712322138,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
63,44.0,6442,IR1,Lvl,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,178.0,8,6,PConc,8,8,4,10,24,0,0,1346,1370,GasA,10,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,8,6,Typ,1,Attchd,2006.0,RFn,2,484,6,6,Y,120,49,0,0,0,0,0,202500,12.218495165528731,15.620499351813308,1,12.211076913552303,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.038127315141127,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
64,50.0,10300,IR1,Bnk,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,0.0,6,6,BrkTil,6,6,2,0,0,0,0,576,576,GasA,8,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,6,9,Typ,0,Detchd,1990.0,Unf,2,480,6,6,Y,12,11,64,0,0,0,0,140000,11.84939770159144,8.717797887081348,60,11.960115358769507,11.739992352169574,11.730064516463871,12.195885308690835,12.03858282628616,12.075675004637136,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,0,1,0,0,1,0,0,1,0,1,0,0
66,76.0,9591,Reg,Lvl,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,344.0,8,6,PConc,10,6,6,0,0,0,0,1143,1143,GasA,10,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,8,9,Typ,1,BuiltIn,2004.0,RFn,3,852,6,6,Y,192,151,0,0,0,0,0,317000,12.666657052859417,13.114877048604,2,12.367219037365144,12.622085831179234,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.074906013798504,12.01580906774792,12.028866723037432,0,0,1,1,0,0,1,0,0,1,0,0
68,72.0,10665,IR1,Lvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,167.0,8,6,PConc,8,6,6,10,1013,0,0,440,1453,GasA,10,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,8,7,Typ,0,Attchd,2003.0,RFn,2,558,6,6,Y,144,29,0,0,0,0,0,226000,12.328290278254423,15.394804318340652,4,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
69,47.0,4608,Reg,Lvl,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0.0,6,8,CBlock,6,6,2,0,0,0,0,747,747,GasA,6,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,6,4,Typ,0,Attchd,1945.0,Unf,1,220,6,6,Y,0,0,0,0,0,0,0,80000,11.289781913656018,8.717797887081348,60,11.504578088058537,11.739992352169574,11.730064516463871,12.044707822362533,12.0483455291029,11.763515826644689,12.076290736193817,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
70,81.0,15593,Reg,Lvl,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,0.0,8,6,CBlock,6,6,2,6,603,0,0,701,1304,GasW,6,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,6,7,Typ,1,Attchd,1953.0,Fin,2,667,6,6,Y,0,21,114,0,0,0,0,225000,12.323855681186558,10.583005244258363,53,11.831932669447502,12.23438137715296,12.122790588337043,11.828828956657523,12.0483455291029,12.07938068505317,12.076290736193817,12.08974542005515,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
71,95.0,13651,IR1,Lvl,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,1115.0,6,8,CBlock,8,6,8,8,1880,0,0,343,2223,GasA,10,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,6,8,Typ,2,Attchd,1973.0,Fin,2,516,6,6,Y,300,0,0,0,0,0,0,244000,12.404923504275338,15.132745950421556,34,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.03852729172279,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
72,69.0,7599,Reg,Lvl,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,0.0,6,6,CBlock,6,6,2,8,565,0,0,280,845,GasA,6,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,6,4,Typ,0,Detchd,1987.0,Unf,2,360,6,6,Y,0,0,0,0,0,0,0,129500,11.771436160121729,11.874342087037917,1,12.089473958411261,11.956185114275996,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
73,74.0,10141,IR1,Lvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,40.0,6,6,PConc,8,6,2,0,0,0,0,832,832,GasA,8,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,6,7,Typ,1,Attchd,1998.0,Fin,2,427,6,6,Y,0,94,0,0,291,0,0,185000,12.128111104060462,10.198039027185569,11,12.367219037365144,12.1580578762094,12.122790588337043,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,12.136763844011679,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
74,85.0,10200,Reg,Lvl,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,104.0,6,6,CBlock,6,6,2,8,320,6,362,404,1086,GasA,8,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,6,6,Typ,0,Attchd,1989.0,Unf,2,490,6,6,Y,0,0,0,0,0,0,0,144900,11.883799128308773,13.30413469565007,7,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
75,60.0,5790,Reg,Lvl,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,0.0,8,8,CBlock,4,6,2,0,0,0,0,840,840,GasA,8,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,6,8,Typ,0,Detchd,1915.0,Unf,1,379,6,6,Y,0,0,202,0,0,0,0,107400,11.584315461056901,7.483314773547883,60,11.831932669447502,11.739992352169574,11.730064516463871,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,11.996026721745856,12.04297054076434,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,0,0,1
76,21.0,1596,Reg,Lvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,0.0,6,6,CBlock,8,6,8,10,462,0,0,0,462,GasA,6,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,6,5,Typ,0,BuiltIn,1973.0,Unf,1,297,6,6,Y,120,101,0,0,0,0,0,91000,11.418614785498987,16.278820596099706,36,11.618225591688509,11.529097956285984,11.730064516463871,11.968285821256705,12.03858282628616,12.07938068505317,11.803165769535276,12.105024451611023,12.04822541334727,12.01580906774792,12.028866723037432,0,0,1,0,1,0,1,0,0,1,0,0
78,50.0,8635,Reg,Lvl,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,6,336,10,41,295,672,GasA,6,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,6,6,Min1,0,Detchd,1948.0,Unf,1,240,6,6,Y,0,0,0,0,0,0,0,127000,11.751942365440728,14.594519519326424,7,11.831932669447502,11.777799561019519,11.730064516463871,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.044744404451235,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
80,60.0,10440,Reg,Lvl,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,PConc,6,6,2,0,0,0,0,440,440,GasA,8,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,6,5,Typ,0,Detchd,1966.0,Unf,2,440,6,6,Y,74,0,128,0,0,0,0,110000,11.608235644774552,8.717797887081348,28,11.831932669447502,11.739992352169574,11.730064516463871,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,11.996026721745856,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
81,100.0,13000,Reg,Lvl,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,576.0,6,8,CBlock,8,6,2,4,448,0,0,448,896,GasA,6,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,8,8,Typ,1,Attchd,1968.0,Fin,1,509,6,6,Y,0,72,0,0,252,0,0,193500,12.173032791451973,10.954451150103322,41,12.367219037365144,11.886403966176834,12.122790588337043,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,12.040721736780858,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
82,32.0,4500,Reg,Lvl,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,443.0,6,8,PConc,10,8,2,10,1201,0,0,36,1237,GasA,10,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,6,5,Typ,0,Attchd,1998.0,Fin,2,405,6,6,Y,0,199,0,0,0,0,0,153500,11.941455846009388,16.401219466856727,8,12.211076913552303,11.956185114275996,11.730064516463871,12.044707822362533,12.089728672151255,12.07938068505317,12.090205681140608,12.067377413860319,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,0,1,0
83,78.0,10206,Reg,Lvl,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,468.0,6,6,PConc,8,6,2,10,33,0,0,1530,1563,GasA,10,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,8,6,Typ,1,Attchd,2007.0,RFn,3,758,6,6,Y,144,99,0,0,0,0,0,245000,12.409013489526863,14.2828568570857,1,12.089473958411261,12.318596663339227,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
84,80.0,8892,IR1,Lvl,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,66.0,6,6,CBlock,6,6,2,0,0,0,0,1065,1065,GasA,8,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,6,6,Typ,0,Detchd,1974.0,Unf,2,461,6,6,Y,74,0,0,0,0,0,0,126500,11.747997587149712,8.717797887081348,47,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.074906013798504,11.759445652670344,12.028866723037432,0,1,0,0,1,0,0,1,0,1,0,0
86,121.0,16059,Reg,Lvl,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,284.0,8,6,CBlock,8,6,2,0,0,0,0,1288,1288,GasA,10,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,8,9,Typ,1,Attchd,1991.0,Unf,2,462,6,6,Y,127,82,0,0,0,0,0,260000,12.468436909997665,10.198039027185569,14,12.367219037365144,12.677306977428007,12.122790588337043,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,12.015857173771163,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,0,1,0
87,122.0,11911,IR2,Lvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,6,0,0,0,0,684,684,GasA,10,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,8,6,Typ,1,BuiltIn,2005.0,Fin,2,400,6,6,Y,100,38,0,0,0,0,0,174000,12.066810578196666,11.661903789690601,4,12.367219037365144,12.1580578762094,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.04822541334727,12.01580906774792,12.028866723037432,0,0,1,0,0,1,0,0,1,1,0,0
88,40.0,3951,Reg,Lvl,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,76.0,8,6,PConc,8,6,6,0,0,0,0,612,612,GasA,10,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,8,4,Typ,0,Detchd,2009.0,RFn,2,528,6,6,Y,0,234,0,0,0,0,0,164500,12.010665849187564,11.661903789690601,0,11.803563837581251,12.318596663339227,12.267151247365643,12.195885308690835,12.0483455291029,12.07938068505317,12.090205681140608,12.040721736780858,12.04822541334727,12.472694032476259,12.459862860584252,0,1,0,1,0,0,1,0,0,1,0,0
92,85.0,8500,Reg,Lvl,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,203.0,6,6,CBlock,6,6,2,4,600,0,0,635,1235,GasA,6,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,6,6,Typ,0,Attchd,1961.0,Unf,2,480,6,6,Y,0,0,0,0,0,0,0,98600,11.498826540590727,9.591663046625438,45,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.136763844011679,12.055883004723798,12.01580906774792,11.809537935756566,1,0,0,0,1,0,1,0,0,0,1,0
93,80.0,13360,IR1,HLS,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,8,BrkTil,8,6,2,8,713,0,0,163,876,GasA,10,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,6,5,Typ,0,Detchd,1921.0,Unf,2,432,6,6,Y,0,0,44,0,0,0,0,163500,12.004568269319446,13.0,3,11.504578088058537,12.167423136162336,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,0,1,0,1,0,0
94,60.0,7200,Reg,Lvl,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,0.0,6,6,BrkTil,6,4,4,4,1046,0,0,168,1214,GasW,10,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,6,9,Typ,1,Detchd,1900.0,Unf,2,506,6,6,Y,0,0,0,0,99,0,0,133900,11.804848531679264,9.219544457292887,9,11.729185964866886,11.739992352169574,11.171492652609121,11.884489712322138,12.0483455291029,12.07938068505317,11.714744405230311,12.105024451611023,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,0,1,0
95,69.0,9337,IR1,Lvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,6,8,PConc,8,6,2,10,648,0,0,176,824,GasA,10,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,8,7,Typ,0,Attchd,1997.0,RFn,2,684,6,6,Y,0,162,0,0,0,0,0,204750,12.229545001715316,14.317821063276353,10,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
97,78.0,10264,IR1,Lvl,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,183.0,8,6,PConc,8,6,6,8,1162,0,0,426,1588,GasA,10,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,8,6,Typ,0,Attchd,1999.0,RFn,2,472,6,6,Y,158,29,0,0,0,0,0,214000,12.273731294003989,14.142135623730951,7,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
98,73.0,10921,Reg,HLS,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,48.0,6,6,CBlock,6,6,2,4,520,0,0,440,960,GasA,6,Y,FuseF,960,0,0,960,1,0,1,0,3,1,6,6,Typ,0,Attchd,1965.0,Fin,1,432,6,6,P,120,0,0,0,0,0,0,94750,11.458997122944673,9.643650760992955,42,12.089473958411261,11.778669791045626,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,0,1,0
99,85.0,10625,Reg,Lvl,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,BrkTil,6,6,2,8,108,0,0,350,458,GasA,4,N,SBrkr,835,0,0,835,0,0,1,0,2,1,6,5,Typ,0,Basment,1920.0,Unf,1,366,4,6,Y,0,0,77,0,0,0,400,83000,11.326595886778735,11.832159566199232,60,11.504578088058537,11.778669791045626,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,11.996026721745856,12.04297054076434,11.759445652670344,11.809537935756566,0,0,1,0,1,0,1,0,0,1,0,0
102,77.0,9206,Reg,Lvl,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,336.0,8,6,CBlock,8,6,2,0,0,0,0,741,741,GasA,6,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,8,7,Typ,1,Attchd,1985.0,Fin,2,476,6,6,Y,192,46,0,0,0,0,0,178000,12.089538829274222,10.198039027185569,25,12.367219037365144,12.110175412743665,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
104,94.0,10402,IR1,Lvl,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,PConc,8,6,2,0,0,0,0,1226,1226,GasA,10,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,8,6,Typ,0,Attchd,2009.0,RFn,3,740,6,6,Y,0,36,0,0,0,0,0,198900,12.200557464842063,10.198039027185569,1,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,11.996026721745856,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
106,75.0,9375,Reg,Lvl,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,768.0,8,6,PConc,10,6,2,0,0,0,0,1053,1053,GasA,10,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,8,9,Typ,1,Attchd,2003.0,RFn,2,648,6,6,Y,140,45,0,0,0,0,0,250000,12.429216196844383,11.832159566199232,4,12.367219037365144,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,0,1,0
107,60.0,10800,Reg,Lvl,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,0.0,6,6,BrkTil,4,6,2,0,0,0,0,641,641,GasA,8,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,6,6,Typ,0,Detchd,1954.0,Unf,1,273,4,4,N,0,0,0,0,0,0,450,100000,11.512925464970229,7.483314773547883,12,11.504578088058537,11.739992352169574,11.730064516463871,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,0,0,1
108,50.0,6000,Reg,Lvl,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,CBlock,6,6,2,8,104,6,169,516,789,GasA,10,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,6,5,Typ,0,Detchd,1948.0,Unf,1,250,6,6,Y,0,0,0,0,0,0,0,115000,11.652687407345388,13.2664991614216,58,12.089473958411261,11.739992352169574,11.730064516463871,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.058892507914289,12.01580906774792,12.459862860584252,0,1,0,0,1,0,1,0,0,1,0,0
110,105.0,11751,IR1,Lvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,480.0,6,6,CBlock,8,6,2,6,705,0,0,1139,1844,GasA,10,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,6,7,Typ,1,Attchd,1977.0,RFn,2,546,6,6,Y,0,122,0,0,0,0,0,190000,12.154779351142624,11.832159566199232,33,12.089473958411261,12.104733533593551,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.044744404451235,12.04297054076434,11.759445652670344,12.028866723037432,1,0,0,1,0,0,0,1,0,0,1,0
111,75.0,9525,Reg,Lvl,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,4,2,4,444,0,0,550,994,GasA,8,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,6,7,Typ,0,Attchd,1954.0,Unf,1,325,6,6,Y,182,0,0,0,0,0,0,136900,11.82700601127654,8.48528137423857,34,11.831932669447502,11.778669791045626,12.122790588337043,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
113,77.0,9965,Reg,Lvl,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,220.0,8,6,PConc,10,6,6,10,984,0,0,280,1264,GasA,10,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,10,10,Typ,1,BuiltIn,2007.0,Fin,3,792,6,6,Y,120,184,0,0,168,0,0,383970,12.858319703517948,16.522711641858304,0,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.074906013798504,12.472694032476259,12.459862860584252,0,0,1,0,0,1,1,0,0,1,0,0
